L 1740.1683, 507.0743, -249.2250,  1738.5876, 506.2524, -250.0300,  0, 0, 255
L 1742.5511, 511.7059, -247.1100,  1740.1683, 507.0743, -249.2250,  0, 0, 255
L 1749.0673, 527.3513, -243.8250,  1742.5511, 511.7059, -247.1100,  0, 0, 255
L 1757.7032, 539.4989, -239.9950,  1749.0673, 527.3513, -243.8250,  0, 0, 255
L 1765.3285, 545.1923, -219.4300,  1757.7032, 539.4989, -239.9950,  0, 0, 255
L 1756.1997, 555.8876, -201.6500,  1765.3285, 545.1923, -219.4300,  0, 0, 255
L 1709.4154, 536.4668, -241.8950,  1701.9669, 528.9470, -244.0250,  0, 0, 255
L 1710.1503, 536.7056, -241.6200,  1709.4154, 536.4668, -241.8950,  0, 0, 255
L 1710.9690, 538.2064, -241.1700,  1710.1503, 536.7056, -241.6200,  0, 0, 255
L 1714.9719, 543.6476, -239.4650,  1710.9690, 538.2064, -241.1700,  0, 0, 255
L 1721.2600, 551.9583, -236.8300,  1714.9719, 543.6476, -239.4650,  0, 0, 255
L 1728.5088, 551.5214, -235.6100,  1721.2600, 551.9583, -236.8300,  0, 0, 255
L 936.6052, -81.6681, -204.2300,  933.0430, -70.2527, -229.7600,  0, 0, 255
L 933.0430, -70.2527, -229.7600,  934.6516, -58.6439, -231.9400,  0, 0, 255
L 934.6516, -58.6439, -231.9400,  935.8649, -61.6777, -231.9750,  0, 0, 255
L 935.8649, -61.6777, -231.9750,  944.3433, -48.9599, -234.1800,  0, 0, 255
L 944.3433, -48.9599, -234.1800,  944.7766, -46.6849, -235.5100,  0, 0, 255
L 968.2416, -96.9035, -201.2800,  971.9812, -97.0719, -212.8150,  0, 0, 255
L 971.9812, -97.0719, -212.8150,  971.4578, -95.1259, -223.6600,  0, 0, 255
L 971.4578, -95.1259, -223.6600,  971.8497, -94.5046, -223.9650,  0, 0, 255
L 971.8497, -94.5046, -223.9650,  972.8391, -88.9586, -224.8800,  0, 0, 255
L 972.8391, -88.9586, -224.8800,  975.8460, -80.7075, -226.7400,  0, 0, 255
L 975.8460, -80.7075, -226.7400,  979.3677, -78.5117, -227.5500,  0, 0, 255
L 979.3677, -78.5117, -227.5500,  980.0565, -74.0633, -228.4000,  0, 0, 255
L 980.0565, -74.0633, -228.4000,  984.2183, -64.0808, -230.4400,  0, 0, 255
L 1509.4540, 966.6893, -185.9550,  1500.7224, 971.1142, -185.9550,  0, 0, 0
L 1500.7224, 971.1142, -185.9550,  1488.5745, 975.0380, -180.6600,  0, 0, 0
L 1523.0214, 992.6683, -182.4700,  1514.3365, 993.9091, -182.7750,  0, 0, 0
L 1514.3365, 993.9091, -182.7750,  1513.0540, 995.9884, -182.7650,  0, 0, 0
L 1513.0540, 995.9884, -182.7650,  1512.8962, 996.0645, -182.5650,  0, 0, 0
L 1512.8962, 996.0645, -182.5650,  1511.0306, 997.6158, -182.9950,  0, 0, 0
L 1511.0306, 997.6158, -182.9950,  1507.4106, 998.2243, -183.1150,  0, 0, 0
L 1507.4106, 998.2243, -183.1150,  1504.4312, 999.7686, -183.1150,  0, 0, 0
L 1504.4312, 999.7686, -183.1150,  1497.7932, 997.6412, -180.5700,  0, 0, 0
L 1497.7932, 997.6412, -180.5700,  1489.2000, 998.2081, -180.5700,  0, 0, 0
L 350.8314, 895.9556, -125.0477,  344.1156, 895.9532, -124.0142,  0, 0, 0
L 343.9932, 962.2895, -124.0937,  350.8692, 962.2792, -124.6983,  0, 0, 0
L 342.0662, 914.7590, -126.5275,  359.7851, 914.1031, -128.5050,  127, 64, 0
L 359.7851, 914.1031, -128.5050,  376.9467, 915.1552, -131.3040,  127, 64, 0
L 376.9467, 915.1552, -131.3040,  387.2993, 915.5347, -132.5549,  127, 64, 0
L 387.2993, 915.5347, -132.5549,  395.5427, 916.1405, -133.5404,  127, 64, 0
L 395.5427, 916.1405, -133.5404,  403.7349, 917.2510, -134.3719,  127, 64, 0
L 403.7349, 917.2510, -134.3719,  411.0755, 917.0684, -133.5744,  127, 64, 0
L 344.2491, 942.4396, -127.2073,  349.1686, 942.3177, -128.0773,  127, 64, 0
L 349.1686, 942.3177, -128.0773,  360.1059, 942.4493, -129.5712,  127, 64, 0
L 360.1059, 942.4493, -129.5712,  370.2359, 942.6958, -130.7634,  127, 64, 0
L 370.2359, 942.6958, -130.7634,  381.1473, 942.0231, -132.3877,  127, 64, 0
L 381.1473, 942.0231, -132.3877,  391.2970, 942.6441, -133.0064,  127, 64, 0
L 391.2970, 942.6441, -133.0064,  399.0726, 941.9734, -133.8475,  127, 64, 0
L 399.0726, 941.9734, -133.8475,  405.8043, 941.9728, -134.1615,  127, 64, 0
L 405.8043, 941.9728, -134.1615,  415.3859, 940.2050, -133.1059,  127, 64, 0
L 922.9899, 467.2331, -205.6959,  921.6479, 463.6691, -205.5481,  0, 0, 0
L 971.8196, 465.5358, -205.5883,  972.1146, 465.7661, -205.5935,  0, 0, 0
L 972.1146, 465.7661, -205.6108,  972.0648, 470.4031, -205.6909,  0, 0, 0
L 952.0549, 596.1938, -232.6410,  952.0075, 592.4091, -231.7630,  127, 64, 0
L 952.0075, 592.4091, -231.7630,  950.8525, 586.9584, -231.1160,  127, 64, 0
L 950.8525, 586.9584, -231.1160,  948.8477, 580.3544, -230.6654,  127, 64, 0
L 948.8477, 580.3544, -230.6654,  948.0017, 574.6624, -229.8334,  127, 64, 0
L 948.0017, 574.6624, -229.8334,  947.6360, 567.2823, -228.3978,  127, 64, 0
L 947.6360, 567.2823, -228.3978,  946.8712, 560.3976, -227.3316,  127, 64, 0
L 946.8712, 560.3976, -227.3316,  946.3419, 546.1624, -224.4877,  127, 64, 0
L 946.3419, 546.1624, -224.4877,  946.6791, 532.3003, -220.8549,  127, 64, 0
L 946.6791, 532.3003, -220.8549,  947.9113, 519.7635, -217.7475,  127, 64, 0
L 947.9113, 519.7635, -217.7475,  950.5777, 509.6323, -214.9221,  127, 64, 0
L 950.5777, 509.6323, -214.9221,  952.5970, 498.7789, -212.8439,  127, 64, 0
L 952.5970, 498.7789, -212.8439,  954.7819, 488.4451, -211.0865,  127, 64, 0
L 954.7819, 488.4451, -211.0865,  956.0169, 479.3320, -210.1332,  127, 64, 0
L 956.0169, 479.3320, -210.1332,  956.4040, 471.4272, -209.7267,  127, 64, 0
L 956.4040, 471.4272, -209.7267,  957.1723, 465.1878, -208.3294,  127, 64, 0
L 957.1723, 465.1878, -208.3294,  955.0002, 456.7440, -207.1356,  127, 64, 0
L 933.2975, 455.6708, -206.9088,  933.0389, 459.8582, -207.3396,  127, 64, 0
L 933.0389, 459.8582, -207.3396,  931.6338, 467.3929, -208.6122,  127, 64, 0
L 931.6338, 467.3929, -208.6122,  929.6501, 474.2271, -208.8893,  127, 64, 0
L 929.6501, 474.2271, -208.8893,  928.1699, 482.7448, -209.6377,  127, 64, 0
L 928.1699, 482.7448, -209.6377,  927.2835, 490.7203, -211.3687,  127, 64, 0
L 927.2835, 490.7203, -211.3687,  925.2361, 500.3828, -213.4439,  127, 64, 0
L 925.2361, 500.3828, -213.4439,  922.6293, 509.7962, -215.3802,  127, 64, 0
L 922.6293, 509.7962, -215.3802,  921.1206, 517.8868, -217.4431,  127, 64, 0
L 921.1206, 517.8868, -217.4431,  919.9733, 528.2114, -220.3043,  127, 64, 0
L 919.9733, 528.2114, -220.3043,  919.3422, 538.4376, -222.6861,  127, 64, 0
L 919.3422, 538.4376, -222.6861,  919.2085, 549.2228, -225.0263,  127, 64, 0
L 919.2085, 549.2228, -225.0263,  919.8710, 560.0290, -227.3808,  127, 64, 0
L 919.8710, 560.0290, -227.3808,  919.6785, 567.8564, -228.4820,  127, 64, 0
L 919.6785, 567.8564, -228.4820,  920.1916, 576.2230, -229.7745,  127, 64, 0
L 920.1916, 576.2230, -229.7745,  921.0786, 583.4203, -230.7439,  127, 64, 0
L 921.0786, 583.4203, -230.7439,  922.8642, 592.4081, -231.8284,  127, 64, 0
L 922.8642, 592.4081, -231.8284,  925.7603, 599.9175, -233.3611,  127, 64, 0
L 925.7603, 599.9175, -233.3611,  930.1052, 608.5522, -233.0224,  127, 64, 0
L 1688.2504, 66.7198, -172.6968,  1689.3569, 64.9339, -176.2570,  0, 0, 0
L 1689.3569, 64.9339, -177.1982,  1695.8054, 60.9267, -177.3196,  0, 0, 0
L 1695.8054, 60.9267, -177.3050,  1702.9054, 53.9675, -176.0891,  0, 0, 0
L 1702.9054, 53.9675, -175.7057,  1704.9998, 50.8102, -175.6310,  0, 0, 0
L 1704.9998, 50.8102, -175.2093,  1705.9226, 48.9628, -175.1447,  0, 0, 0
L 1705.6943, 49.4198, -175.0792,  1706.7006, 47.3589, -175.0807,  0, 0, 0
L 1706.7006, 47.3589, -175.0807,  1708.0851, 45.8884, -175.0807,  0, 0, 0
L 1708.0851, 45.8884, -175.1525,  1709.3379, 45.9032, -175.0806,  0, 0, 0
L 1722.7568, 76.8390, -175.0803,  1715.9171, 78.4350, -175.0798,  0, 0, 0
L 1715.9171, 78.4350, -175.0788,  1714.9803, 78.0111, -175.0798,  0, 0, 0
L 1714.9803, 78.0111, -175.0798,  1714.1576, 79.7654, -175.0796,  0, 0, 0
L 1714.1576, 79.7654, -175.0796,  1709.4170, 85.8957, -175.0794,  0, 0, 0
L 1709.4170, 85.8957, -175.0784,  1701.7371, 86.7138, -173.2639,  0, 0, 0
L 1588.1355, -13.9623, -172.4746,  1587.6982, -17.9671, -175.8238,  0, 0, 0
L 1587.6982, -17.9671, -176.9428,  1591.1588, -27.4576, -175.9593,  0, 0, 0
L 1591.1588, -27.4576, -175.5236,  1592.0475, -36.0950, -174.6107,  0, 0, 0
L 1592.0475, -36.0950, -174.2966,  1591.6069, -39.8854, -174.1483,  0, 0, 0
L 1591.2931, -41.1779, -174.0779,  1591.6069, -39.8854, -174.0770,  0, 0, 0
L 1591.2931, -41.1779, -174.0779,  1592.2817, -47.1270, -174.0774,  0, 0, 0
L 1623.5234, -27.6342, -174.0771,  1623.3083, -25.5075, -174.0771,  0, 0, 0
L 1623.3083, -25.5075, -174.0771,  1622.4624, -24.3704, -174.0770,  0, 0, 0
L 1622.4624, -24.3704, -174.0770,  1619.7841, -22.7769, -174.0770,  0, 0, 0
L 1619.7841, -22.7769, -174.0770,  1615.5122, -17.9640, -174.0771,  0, 0, 0
L 1615.5122, -17.9640, -174.0771,  1614.4512, -17.5756, -174.0771,  0, 0, 0
L 1614.4512, -17.5756, -174.0771,  1614.5168, -15.8533, -174.0771,  0, 0, 0
L 1614.5168, -15.8533, -174.0771,  1613.5890, -10.6843, -174.0771,  0, 0, 0
L 1613.5890, -10.6843, -174.0771,  1612.4420, -9.6835, -174.1022,  0, 0, 0
L 1612.4420, -9.6835, -174.0770,  1609.2585, -8.7239, -174.1972,  0, 0, 0
L 1609.2585, -8.7239, -174.3717,  1607.6565, -5.8211, -173.2896,  0, 0, 0
L -371.4938, 947.5722, -68.8300,  -378.3403, 965.0142, -67.1600,  0, 0, 0
L -378.3403, 965.0142, -67.1600,  -386.8853, 967.9572, -67.2850,  0, 0, 0
L -386.8853, 967.9572, -67.2850,  -389.7433, 971.1900, -67.5200,  0, 0, 0
L -389.7433, 971.1900, -67.5200,  -420.3384, 995.6398, -67.5200,  0, 0, 0
L -420.3384, 995.6398, -67.5200,  -434.0385, 1023.1959, -63.5900,  0, 0, 0
L -434.0385, 1023.1959, -63.5900,  -440.7331, 1027.1617, -63.5850,  0, 0, 0
L -440.7331, 1027.1617, -63.5850,  -443.7370, 1029.3538, -63.5550,  0, 0, 0
L -443.7370, 1029.3538, -63.5550,  -445.1354, 1030.0627, -63.5500,  0, 0, 0
L -445.1354, 1030.0627, -63.5500,  -442.2528, 1036.1178, -62.0800,  0, 0, 0
L -442.2528, 1036.1178, -62.0800,  -441.7541, 1038.3116, -61.4150,  0, 0, 0
L -441.7541, 1038.3116, -61.4150,  -442.0515, 1042.1211, -60.7300,  0, 0, 0
L -442.0515, 1042.1211, -60.7300,  -440.9179, 1049.0841, -60.2400,  0, 0, 0
L -440.9179, 1049.0841, -60.2400,  -444.2278, 1052.3480, -60.7950,  0, 0, 0
L -444.2278, 1052.3480, -60.7950,  -445.2143, 1052.6298, -61.0750,  0, 0, 0
L -445.2143, 1052.6298, -61.0750,  -446.7000, 1052.4500, -61.0750,  0, 0, 0
L -446.7000, 1052.4500, -61.0750,  -445.9585, 1053.2216, -61.2500,  0, 0, 0
L -445.9585, 1053.2216, -61.2500,  -443.4320, 1054.5352, -61.1400,  0, 0, 0
L -443.4320, 1054.5352, -61.1400,  -442.1777, 1056.1169, -61.1600,  0, 0, 0
L -442.1777, 1056.1169, -61.1600,  -445.8834, 1062.5276, -62.0850,  0, 0, 0
L -445.8834, 1062.5276, -62.4750,  -453.6463, 1067.8145, -62.7700,  0, 0, 0
L -453.6463, 1067.8145, -62.7700,  -459.2121, 1062.9445, -62.6250,  0, 0, 0
L -459.2121, 1062.9445, -62.6250,  -458.8021, 1060.4073, -62.5400,  0, 0, 0
L -458.8021, 1060.4073, -62.5400,  -456.2969, 1054.8687, -62.4050,  0, 0, 0
L -456.2969, 1054.8687, -62.4050,  -458.7744, 1055.7474, -62.6300,  0, 0, 0
L -458.7744, 1055.7474, -62.6300,  -465.6052, 1056.4639, -63.5550,  0, 0, 0
L -465.6052, 1056.4639, -63.5550,  -468.5150, 1056.2028, -64.1050,  0, 0, 0
L -468.5150, 1056.2028, -64.1050,  -470.5801, 1053.8900, -64.5000,  0, 0, 0
L -470.5801, 1053.8900, -64.5000,  -471.5721, 1045.0011, -64.8350,  0, 0, 0
L -471.5721, 1045.0011, -64.8350,  -472.3630, 1041.8181, -65.8900,  0, 0, 0
L -472.3630, 1041.8181, -65.8900,  -476.7722, 1044.5590, -66.0350,  0, 0, 0
L -476.7722, 1044.5590, -66.0350,  -482.6629, 1057.3785, -67.1150,  0, 0, 0
L -482.6629, 1057.3785, -67.1150,  -486.4506, 1062.1490, -67.8600,  0, 0, 0
L -486.4506, 1062.1490, -67.8600,  -498.1222, 1073.1230, -69.8900,  0, 0, 0
L -498.1222, 1073.1230, -69.8900,  -510.3641, 1081.3668, -69.8900,  0, 0, 0
L -510.3641, 1081.3668, -69.8900,  -520.9520, 1106.4619, -65.3500,  0, 0, 0
