P -734.0000, -2639.0000, 61.0000,  255, 0, 0,  3,  to_Lavastorm
P 1001.0000, -1798.0000, 23.0000,  255, 0, 0,  3,  to_Neriak
P -1271.0000, 992.0000, -20.0000,  255, 0, 0,  3,  to_Corathus_Creep
P 445.0000, 2238.0000, 0.0000,  255, 0, 0,  3,  to_Commonlands
P 851.0000, 809.0000, 3.0000,  255, 0, 0,  3,  to_Plane_of_Knowledge_(Click_Book)
P -821.0000, -43.0000, 6.0000,  240, 240, 240,  2,  Druid_Ring
P 767.0000, -437.0000, 0.0000,  255, 0, 0,  2,  Wizard_Spire
P -235.0000, 911.0000, 19.7617,  255, 0, 0,  2,  Succor
P -1192.0000, 1907.0000, 29.0000,  255, 255, 0,  2,  Instance
P 893.0000, 1913.0000, 42.0000,  255, 255, 255,  2,  Pillar
P 390.0000, 518.0000, -1.0000,  255, 255, 255,  2,  Small_Orc_camp
P 713.0000, 55.0000, 38.0000,  255, 255, 255,  2,  Broken_Wizard_Spire
P -512.0000, 442.0000, 0.0000,  255, 255, 255,  2,  Orc_camp
P -633.0000, -575.0000, 91.0000,  255, 255, 255,  2,  Scout_hill
P -991.0000, -901.0000, 0.0000,  255, 255, 255,  2,  Rodcet
P -581.0000, -1047.0000, 0.0000,  255, 255, 255,  2,  Halflings
P -646.0000, 1560.0000, 0.0000,  255, 255, 255,  2,  Shadowmen
P -763.0000, 464.0000, 0.0000,  255, 255, 255,  2,  Orcs
P 474.0000, 151.0000, 0.0000,  255, 255, 255,  2,  Orcs
P 942.0000, -605.0000, 0.0000,  255, 255, 255,  2,  Arcane
P 733.0000, -523.0000, 0.0000,  255, 255, 255,  2,  Undead
P 56.0000, -865.0000, 11.0000,  255, 255, 255,  2,  Newbie_Log
P 989.0000, -193.0000, 33.0000,  0, 0, 0,  2,  First_Fragment_of_Igok
P -738.0000, 902.0000, 31.0000,  0, 128, 128,  2,  a_Crushbone_thaumaturge_(Mission)
P 272.0000, 1965.0000, 11.0000,  0, 0, 0,  2,  Travis_Two_Tone
P -1033.0000, 1108.0000, 52.0000,  255, 255, 0,  3,  1
P 887.0000, 1913.0000, 43.0000,  255, 255, 0,  3,  2
P -26.0000, 1192.0000, 1.0000,  255, 255, 0,  3,  3
P -1052.0000, 498.0000, 88.0000,  255, 255, 0,  3,  4
P -533.0000, -886.0000, 11.0000,  255, 255, 0,  3,  5
P 528.0000, 887.0000, 83.0000,  255, 255, 0,  3,  6
P 738.0000, -18.0000, 5.0000,  255, 255, 0,  3,  7
P 66.0000, -857.0000, 12.0000,  255, 255, 0,  3,  8
P -691.0000, -1681.0000, 9.0000,  255, 255, 0,  3,  9
P -969.6409, -1906.8904, 19.0207,  0, 0, 0,  2,  Hetha_V'Syph
P -987.0369, -1902.0667, 19.5565,  0, 0, 0,  2,  Slarin_K'Vekn
