L 131.0000, -733.0000, 11.0000,  120.0000, -702.0000, 11.0000,  0, 0, 0
L 156.0000, -751.0000, 11.0000,  131.0000, -733.0000, 11.0000,  0, 0, 0
L 166.0000, -759.0000, 11.0000,  156.0000, -751.0000, 11.0000,  0, 0, 0
L 182.0000, -760.0000, 11.0000,  166.0000, -759.0000, 11.0000,  0, 0, 0
L 213.0000, -760.0000, 11.0000,  182.0000, -760.0000, 11.0000,  0, 0, 0
L 220.0000, -756.0000, 14.0000,  213.0000, -760.0000, 11.0000,  0, 0, 0
L 227.0000, -762.0000, 11.0000,  220.0000, -756.0000, 14.0000,  0, 0, 0
L 237.0000, -776.0000, 7.0000,  227.0000, -762.0000, 11.0000,  0, 0, 0
L 243.0000, -784.0000, 4.0000,  237.0000, -776.0000, 7.0000,  0, 0, 0
L 249.0000, -802.0000, 1.0000,  243.0000, -784.0000, 4.0000,  0, 0, 0
L 253.0000, -822.0000, -4.0000,  249.0000, -802.0000, 1.0000,  0, 0, 0
L 248.0000, -833.0000, -4.0000,  253.0000, -822.0000, -4.0000,  0, 0, 0
L 181.0000, -845.0000, -4.0000,  248.0000, -833.0000, -4.0000,  0, 0, 0
L 177.0000, -860.0000, -4.0000,  181.0000, -845.0000, -4.0000,  0, 0, 0
L 183.0000, -895.0000, 4.0000,  177.0000, -860.0000, -4.0000,  0, 0, 0
L 180.0000, -937.0000, 4.0000,  183.0000, -895.0000, 4.0000,  0, 0, 0
L 167.0000, -970.0000, -4.0000,  180.0000, -937.0000, 4.0000,  0, 0, 0
L 168.0000, -986.0000, -4.0000,  167.0000, -970.0000, -4.0000,  0, 0, 0
L 213.0000, -1002.0000, -4.0000,  168.0000, -986.0000, -4.0000,  0, 0, 0
L 237.0000, -1011.0000, -1.0000,  213.0000, -1002.0000, -4.0000,  0, 0, 0
L 236.0000, -1020.0000, -4.0000,  237.0000, -1011.0000, -1.0000,  0, 0, 0
L 230.0000, -1033.0000, -4.0000,  236.0000, -1020.0000, -4.0000,  0, 0, 0
L 221.0000, -1049.0000, -6.0000,  230.0000, -1033.0000, -4.0000,  0, 0, 0
L 210.0000, -1066.0000, -9.0000,  221.0000, -1049.0000, -6.0000,  0, 0, 0
L 198.0000, -1082.0000, -10.0000,  210.0000, -1066.0000, -9.0000,  0, 0, 0
L 182.0000, -1098.0000, -10.0000,  198.0000, -1082.0000, -10.0000,  0, 0, 0
L 168.0000, -1110.0000, -13.0000,  182.0000, -1098.0000, -10.0000,  0, 0, 0
L 154.0000, -1120.0000, -20.0000,  168.0000, -1110.0000, -13.0000,  0, 0, 0
L 137.0000, -1130.0000, -23.0000,  154.0000, -1120.0000, -20.0000,  0, 0, 0
